customer_id,full_name,dob,nationality,id_type,id_number,type
C180612,Frank Meier,,US,passport,US39423934,individual
C727303,Kseniya Pavlova,1979-05-02,RU,,,individual
C919046,Pacific Glory Alpha,,LR,imo,IMO9235474,vessel
C662907,Tabriz,,UA,registration,REG-515595,entity
C236074,Alexander J. Fernandez,1999-08,CA,,,individual
C590151,Bilal Nasser,1988-02-25,YE,,,individual
C689740,Roman Nikolaevitch Bondarenko,1992-03-20,BY,,,individual
C396749,Yuriy Petroff,1974-06-03,UA,,,individual
C562441,Nazari Arash,1972,IR,,,individual
C921274,"Hadded, Anwar",1981,AE,,,individual
C925139,Grigory Volkoff,1985-06-13,UA,,,individual
C896149,Salehi,,IR,passport,IR91912938,individual
C187657,"Kiseljov, Denis Alekseevitsch",1991-01-10,UA,,,individual
C789019,Dmitry Nikolaev,1963-06-27,BY,,,individual
C653043,Husain ben Fahd Ghanim,,SY,,,individual
C530208,Yasir El Shamsi,1994-07-02,SY,,,individual
C628261,Kseniya Shevchenko,1986-01-17,UA,,,individual
C444135,Mikey J. McDonald,1992-02-17,US,,,individual
C143072,"Müller, Richard J.",,US,,,individual
C197947,Zeng Import Export G.m.b.H.,,GB,,,entity
C865659,Kamren Hoseiny,1979-04-21,IR,,,individual
C293651,Behrouze Mahmoudi,1979-12-22,IR,,,individual
C522165,"Andreeva, Kseniya",1971,RU,,,individual
C833332,M/V Silver Crest Star,,CM,,,vessel
C902453,Mortezah Ebraheemi,,IR,,,individual
C639171,Theo Novak,,AU,,,individual
C464574,Mortiza Kermani,1951-03-21,IR,,,individual
C440051,Mariam Ghanim,1967-03-14,EG,,,individual
C176608,Ruslan Makarov,1990-11-15,KZ,,,individual
C342416,Hussein El Chamsi,,LB,,,individual
C747645,Marina Sergeyevna Andreeva,1980-05-14,RU,,,individual
C989083,Grigory Yashin,1975-11-06,RU,,,individual
C233806,Zhao Investments,,IR,,,entity
C385076,"Nasrala, Hischam",1976-01,LB,,,individual
C773580,Elizaveta Popoffa,1973-01-19,BY,,,individual
C682633,Yussoof Hakeme,1981-10-17,SA,,,individual
C623508,Silk Road Aviation JSC,,JO,,,entity
C603399,Freddie DaSilva,1965-07-15,AU,,,individual
C973119,M/V Morning Glory One,,MH,,,vessel
C639353,Khadejah Barakat,1960-05-16,EG,,,individual
C953159,Harbor Point Metals Corporation,,FR,,,entity
C816293,Parisah Rahmani,,IR,,,individual
C224675,Matthew J. Vanderberg,,FR,,,individual
C507733,"Pavlov, Sergeiy",1987-08-23,KZ,,,individual
C432476,Svetlana Zakharova,1971-09,BY,,,individual
C381429,Amber Investments FZE,,IR,,,entity
C608222,Semen Kovalenko,1968-08-20,UA,,,individual
C215912,Frank M. Müller,1955-06-18,BR,,,individual
C845004,Yazdani Hammed,1970-12-11,IR,,,individual
C883712,Maryam Moradi,1960-09-06,AF,,,individual
C816732,"Grishina, Zhanna",1966-10-06,BY,,,individual
C215339,Ziade Hamdane,1953-02-24,YE,,,individual
C663968,Wasily Vladimirovitsch Belousow,1967-02-01,RU,,,individual
C906656,Pamir Construction LLC,,DE,,,entity
C881857,Ghaneme Abd el-Azez ben Rammi,1990-12-19,RU,,,individual
C998925,Sinai Industries Limited,,DE,,,entity
C904496,Ruslan Nowikow,1989-06-09,KZ,passport,KZ46743979,individual
C544181,M/V Marlin III,,KM,,,vessel
C945189,Amer Raheemi,1957-09-25,AF,,,individual
C682772,Anastasya Nikolaeva,1962-01-26,RU,,,individual
C427002,Marya Zakharova,,RU,,,individual
C141827,Joseph M. van den Berg,1974-05-21,DE,,,individual
C978904,Reza Rahmani,1983-01-09,AF,,,individual
C674528,Mohsine Rezaai,,IR,,,individual
C991412,Farhade Mahmoudi,1974-01-15,IR,,,individual
C207063,"Nguyen, Eddie M.",1989-06-27,CA,,,individual
C814682,Nile Valley Textiles Limited Liability Company,,GB,,,entity
C581013,Pedersen Jose,1986-11-15,DE,,,individual
C363242,Song Construction G.m.b.H.,,CA,,,entity
C214418,Omar al-Jabouri,1987-01-20,EG,,,individual
C675005,Michail Sergeyevitsch Shukow,1987-04-02,KZ,passport,KZ62161498,individual
C105692,Farhade Ebrahemi,,IR,passport,IR31000121,individual
C666672,Wjacheslaw Belousow,1977-09-06,KZ,,,individual
C732836,Ted Bianchi,1991-01,GB,,,individual
C553762,DaSilva Nicolas,1961-03-19,FR,,,individual
C968739,Charles M. Schmid,1971-01-28,AU,,,individual
C888171,"Morosow, Gennady",1963-08-14,RU,,,individual
C295457,Tareek Shaheene,1996-04-12,YE,,,individual
C682460,Yelena Nikolaevna Makarova,1989-12-24,UA,,,individual
C884415,Hamed Zammani,,AF,,,individual
C192074,Rahmani Babak,,FR,,,individual
C838473,Samere ibn Hassen Azeze,1998-10-11,SA,,,individual
C927887,Tommy Le Fevre,1964-04-28,GB,,,individual
C278797,Silver Crest II,,LR,imo,IMO9690037,vessel
C242671,Rebecca M. Rodríguez,1979-09-02,DE,passport,DE91783076,individual
C152003,"Nowak, Elisabeth J.",1992-12-26,UA,,,individual
C614662,Charles J. Larsen,1958-12-21,BR,,,individual
C292425,Hamden Billal,,YE,,,individual
C560734,Anatoly Kiseliov,1976-10-24,BY,,,individual
C997887,Andrew M. Fernandez,,DE,,,individual
C783744,The Qian Investments Inc,,DE,,,entity
C100842,Nizare Hakeme,,LB,,,individual
C649183,José Nguyen,,AU,,,individual
C550359,"Shen Freight, L.L.C.",,YE,,,entity
C157147,Ehsane Akbari,1962-08-12,IR,,,individual
C485557,Pavel Ivanovitch Volkoff,,IR,,,individual
C651407,Omar b. Khalled Al Masri,,JO,,,individual
C149830,Chuck Lefevre,1979,GB,,,individual
C691048,Alexandr Pavlov,,BY,,,individual
C463252,Fatimma b. Majeed el-Hasheemi,1957-09-21,EG,,,individual
C400835,Igor Shishkin,,MX,,,individual
C663779,Abdel Rahmen Jabouri,,JO,,,individual
C306859,Pedro A. Fernandez,1971-09-13,FR,,,individual
C893408,"Farahani, Saaid",1972-10-03,IR,,,individual
C750137,Kseniya Bondarenko,1958-07-11,BY,,,individual
C389028,Amer Ahmadi,1995-05,AF,,,individual
C181049,Omed Hashimi,,AF,,,individual
C303820,Mikhail Semionov,1971-03-22,UA,,,individual
C245030,"Kozlov, Maxim",1971-02-25,RU,,,individual
C781891,"Moradi, Dariush",1959,AF,,,individual
C528598,Iron Duke,,CM,imo,IMO9856079,vessel
C664781,Fiodor Kovalenko,1976-05-23,BY,,,individual
C262293,Pat M. Hernández,1976-07-08,US,,,individual
C920532,"Esfahani, Babak",1978-10-25,IR,,,individual
C427956,Nasir Salleem bin Baschar,,SA,passport,SA88605579,individual
C159080,Ismayle el-Hachimmi,1950,YE,,,individual
C889588,Sammi Kanaen,1969-10-02,AE,,,individual
C169742,Elizabeth Larsen,1953-11-22,US,,,individual
C652867,Waled Yasen,1959-09-12,SA,,,individual
C975778,Sinai Agro S.A.,,IR,,,entity
C702474,Katherine Larson,1977-02-11,CA,,,individual
C165581,Robert M. Nguyen,1963-06,MX,,,individual
C390715,"Nazari, Parvez",1978-02-09,AF,,,individual
C372710,Ahmadi Hosain,1954-12-24,IR,,,individual
C211484,Anthony M. Hernandez,1952-03-15,AU,,,individual
C688777,Ibraheeme b. Salleem Hamdene,,SY,,,individual
C177769,Dallal Amen,1989-08-08,AE,,,individual
C419862,BLUE HORIZON STEEL Inc.,,SA,,,entity
C311823,Sammi ben Abdul Azeze el-Masri,1992-03-20,YE,,,individual
C682888,Salma Azeze,1985-04,SA,,,individual
C526416,The Blue Horizon Energy S.A.,,MX,,,entity
C450397,Nicholas J. Lindkvist,1983-09-25,MX,,,individual
C600410,Rashede ElDouri,1994,LB,,,individual
C513993,"Tsoiy, Vladimir",1973-10-26,UA,,,individual
C534538,Yazdani Majed,1956-02-05,AF,,,individual
C537754,"Ivory Coast Holdings, Company",,UA,,,entity
C765825,Johansson,1954-11-12,DE,passport,DE55743118,individual
C692019,Husain b. Abdol Karim Sulten,1965-02-25,EG,,,individual
C330642,Raniah bin Sammi Mansour,,EG,,,individual
C401132,Mariam Barakaat,,YE,,,individual
C149056,Faris Kareem,1990-12-27,IQ,,,individual
C977764,Frederick J. Weiss,1957-02-06,AU,,,individual
C120298,Darweesh Fahd,,IQ,,,individual
C954937,Hu Chemicals Corporation,,YE,,,entity
C528962,"as-Saba, Omar b. Abdul Azez",,YE,,,individual
C122908,Margaret Smith-Jones,,FR,,,individual
C576461,"Sokolowa, Nadeshda Nikolaewna",1963,BY,,,individual
C918178,Jennifer de la Cruz,1975-08-06,BR,passport,BR86746238,individual
C153111,Zhenya,,FR,,,individual
C988439,Alexandr Sokoloff,1974,KZ,,,individual
C854265,Khaleed Kanan,,IQ,,,individual
C489053,Oxana Pavlova,1957-05-07,BY,,,individual
C184756,Yenisei Investments Corp,,EG,,,entity
C900201,Jelena Zwetkowa,1995-04-24,BY,,,individual
C830904,The Eastern Star Holdings Public Joint Stock Company,,US,,,entity
C919397,Shahen Khallid,1998-05-02,SY,,,individual
C900603,Nadezhda Sergeyevna Novikova,1953-10-27,KZ,,,individual
C732867,Ibraheem Awed,1989-03-10,LB,,,individual
C841379,Ben M. Mayer,1999,AU,,,individual
C750009,Tallal Kanaen,1961-02-22,IQ,,,individual
C433942,Ivan Tzvetkoff,,UA,,,individual
C417110,Vladimir Pavlov,1995-07-12,RU,,,individual
C549841,Phoenix Agro Inc.,,LB,,,entity
C611630,Roman Nikolaevitch Egoroff,,KZ,,,individual
C670408,"Eastern Star Technologies, Limited Liability Company",,LB,,,entity
C642448,Leonid Mikhailovich Shishkin,1973,RU,,,individual
C813349,The Levant Logistics Limited Liability Company,,BR,,,entity
C359414,Ielizaveta Nikolaevna Zaitzeffa,1950-10-16,RU,passport,RU73205156,individual
C956641,Waled an-Najjaar,1989-05-03,AE,,,individual
C443517,Sammi Al Ameen,1970-05-26,YE,,,individual
C882316,Tallal Faris,1969-09-07,AE,,,individual
C679526,Maxim Semenoff,,BY,,,individual
C621295,Svetlana Nikolaeva,1979,BY,,,individual
C821856,Fatemehe Djafari,1968-11,IR,,,individual
C302661,"Tabriz Import Export, Co",,KZ,,,entity
C793456,The Summit Technologies Company,,LB,,,entity
C326179,Hosain Nazari,1990-07-26,IR,,,individual
C979375,Artem Pavlov,1956,BY,,,individual
C806903,Shahram Hosaini,1962,IR,,,individual
C234921,The Sheikh,1978-01-13,BY,,,individual
C538531,Abdolah Mansoure,1998,AE,,,individual
C621443,Mahsa Zamani,1955,AF,,,individual
C953228,Aisha AtTikreti,,SA,,,individual
C904636,"Morozov, Vladimir",1955-08-24,RU,,,individual
C324068,Hishaam Kanaen,1953-04-01,IQ,,,individual
C153369,Lin Technologies,,EG,,,entity
C132129,Liu Steel Corp.,,CA,,,entity
C538777,Hasan b. Faysal AsSaba,1954,LB,,,individual
C412685,Valery Stepanov,1973-08-18,KZ,,,individual
C899824,CAO AVIATION G.m.b.H.,,AE,,,entity
C365021,Khaleed ibn Hasan Bakr,2000-03,LB,,,individual
C403428,Farhed Akbari,1965-02-20,IR,,,individual
C507116,Siavash Ahmadi,,AF,,,individual
C542992,Yekaterina Sergeyevna Yashina,,CA,,,individual
C607881,Walleed Azez,1965-03-20,YE,,,individual
C250665,M/T Polar Bear Star,,CM,,,vessel
C942333,Zenith Metals L.L.C.,,US,,,entity
C211181,Omed Raheemmi,2000-11-03,AF,,,individual
C906410,M/T Lady Fortune One,,LR,,,vessel
C617852,Yenisei Technologies JSC,,YE,,,entity
C728345,Joseph OBrien,1979-10-14,GB,,,individual
C649754,Ferreira Catherine,1955-11-13,US,,,individual
C696830,Vladimir Nikolaevich Kovalenko,1952-10-22,UA,,,individual
C504893,Muhamed Yasen,1964-12-06,SA,,,individual
C739875,Pepe Weiss,1965-06,FR,,,individual
C406224,Yuliya Kuznetsova,,KZ,passport,KZ27317554,individual
C238161,GUO IMPORT EXPORT GmbH,,DE,,,entity
C300798,Yelena Kuznetsova,1989-08,RU,,,individual
C208143,Yuriy Chernov,,BY,,,individual
C561321,Mikey Lindquist,,GB,,,individual
C110580,Grand Voyager V,,PA,,,vessel
C407233,Henry Fernandes,1961-01-25,US,,,individual
C917299,Anna Zaitseva,1953,KZ,,,individual
C161078,Semen Morozov,1953,BY,,,individual
C694458,Ibrahem Al Najar,1954-06-23,LB,,,individual
C230124,Sahara Steel Co,,BR,,,entity
C457167,Rammen Jafari,1974-04-14,IR,,,individual
C743061,Farhed Yazdani,,IR,,,individual
C310236,Vyatcheslaff Iakovleff,1991-01-20,BY,,,individual
C934493,"Tsoiy, Lyudmila",2000-07-26,BY,,,individual
C151585,Alexandr Zakharoff,1982-05-11,RU,,,individual
C992946,Elizaveta Fedorova,1989-04,KZ,,,individual
C465314,Jade Dragon Energy Corp,,AU,,,entity
C728260,MV Morning Glory Star,,CM,imo,IMO9680945,vessel
C524553,Mikhail Andreev,1986-10-04,UA,,,individual
C248046,"Petrov, Gennady",1994-08-17,RU,,,individual
C524315,"Haded, Ibrahem",1972-10-16,LB,,,individual
C848442,Darja Saitseva,1987-11-10,KZ,,,individual
C922231,Bashar ElKhateeb,1973-09,LB,,,individual
C404359,Alekseiy Andreev,1970-01-08,KZ,,,individual
C266291,Lindqvist Barb J.,1960-06-28,US,,,individual
C496290,Kamren Sallihi,1992-11-03,IR,,,individual
C327044,Bosporus Trader,,RU,,,vessel
C341530,Wu Import Export Co.,,KZ,,,entity
C185063,Hosain Tehranie,1971-03,AF,,,individual
C430751,Paco Nowak,1976-09-19,MX,,,individual
C399682,Anatoly Vladimirovich Grishin,1976-12-24,UA,,,individual
C987005,Billal ibn Kamal Abas,,AE,,,individual
C609453,As-Saba Saleem,1971-11-11,YE,,,individual
C750026,Meg J. Johansson,,DE,,,individual
C889818,MERIDIAN TECHNOLOGIES PJSC,,CA,,,entity
C376695,Rebecca J. Bianci,1999-03-17,DE,,,individual
C452866,Hanane Haddede,,SY,,,individual
C499401,Joey McDonald,1955,MX,,,individual
C787734,"Karimie, Massoud",,AF,,,individual
C986988,Becky Lindkvist,1973-10,FR,,,individual
C387351,Altai Trading L.L.C.,,CA,,,entity
C191010,Sheren Farahany,1999-08,AF,,,individual
C216278,Pete Olson,1971-10-27,BR,,,individual
C476635,"Nazari, Hosain",,IR,,,individual
C969099,Pavel Lebedev,1966,KZ,,,individual
C370082,Golden Crescent Agro Inc,,GB,,,entity
C435182,Ibraheem Ghanim,1968-09-19,AE,,,individual
C397074,Vladimir Iachin,1970-08-24,KZ,,,individual
C132274,Mahmoudie Saaid,1976-09-20,AF,,,individual
C616669,Yekaterina Sergeyevna Novikova,1977-08-20,EG,,,individual
C272025,Paresah Ebrahemmi,,AF,,,individual
C715825,Babs J. Kowalsky,1992-09,DE,,,individual
C598915,Aishah Azez,1996-11,SA,,,individual
C520581,Shahram Salihi,1981-06-17,IR,,,individual
C604829,Kamren Mahmoudi,1994-09-09,AF,,,individual
C447948,Ivan Bondarenko,,BY,,,individual
C650142,Hammid Yazdani,1970-12-11,IR,passport,IR54455177,individual
C206765,Ameer Baghery,1988-06-18,AF,,,individual
C249198,"El-Amene, Fatema",1951-04-22,SA,,,individual
C545562,"Orlow, Ewgeny",1998,BY,,,individual
C849146,Katie A. Du Bois,1965,BR,,,individual
C216780,Paresa Tehrani,1951-03-22,IR,,,individual
C269919,Marwen Ghanim,1987-05-11,SY,,,individual
C716774,Sheereen Nazari,,AF,,,individual
C992064,Khadeja bin Kareem Jabouri,1956-03-27,YE,,,individual
C206239,Fahd Nasralla,1971-01-11,LB,,,individual
C167369,Lyudmila Shevchenko,1983-12-05,KZ,,,individual
C712643,Fatimmih Sadighi,,IR,,,individual
C830974,Majid M.,,AF,passport,AF73170919,individual
C315873,Larson Tommy M.,1962-09-26,MX,,,individual
C478397,Sheren Yazdani,1971-06-02,IR,,,individual
C173156,"Tabriz Textiles, Free Zone Establishment",,JO,,,entity
C412933,Meg Fisher,,US,,,individual
C256468,Viktor Tchaikovsky,1983-02-26,RU,,,individual
C584283,MV Golden Anchor II,,IR,,,vessel
C679857,Lailla Kermani,,AF,,,individual
C490004,Saed El Khateb,,SA,,,individual
C381858,Vasily Kravchenko,1954-07-24,UA,,,individual
C740423,Shahram Ebrahemmi,1954-07-26,IR,,,individual
C728911,Mortizah Akbari,1986-08-03,AF,,,individual
C217670,Hosein Ebraheemi,1970,AF,,,individual
C231305,Sheren Moradi,1997-04,IR,,,individual
C538009,Olga Chaikovskaya,1995-12-09,RU,,,individual
C317240,Delta Queen Alpha,,IR,imo,IMO9661543,vessel
C363170,Zhou Energy Limited Liability Company,,EG,,,entity
C100493,Abdurrahmane Tahah,1991-08-18,SA,,,individual
C564789,Gennady Orlov,1991-12-23,UA,,,individual
C815421,Sapphire Star Spirit,,KM,,,vessel
C358442,Shahram Baghiri,,AF,,,individual
C771697,Shaheene Saede bin Fayssal,,EG,,,individual
C847515,Silk Road Logistics Sociedad Anonima,,AU,,,entity
C255183,Bengal Tiger IV Trader,,LR,,,vessel
C149987,Dariush Moussavi,,AF,,,individual
C993532,Nile Valley Agro SA,,CA,,,entity
C837929,"Shcherbakova, Anna Vladimirovna",,BY,,,individual
C226585,Stanislav Tsoy,1981-02-02,UA,,,individual
C241212,"Andreev, Gennady",,UA,passport,UA38250791,individual
C553492,Konstantin Alexandrovich Zakharov,1954,RU,,,individual
C185060,Laila Ebraheemi,1995-12-09,IR,,,individual
C866519,Rashed Yasen,1968-09-26,SA,,,individual
C990179,James A. Fernandez,1975-10,FR,,,individual
C166572,Sammi bin Ismayl An-Najar,1974-03-03,YE,,,individual
C504148,Artiom Bykov,1961-02-25,RU,,,individual
C142702,"Tschaikovskaya, Yulya Iwanowna",1971-04-02,KZ,,,individual
C820728,Anouare Bakre,1976-12-18,AE,,,individual
C484214,Thomas M. Lindqvist,1962-11,US,,,individual
C865235,Reza Baghiri,1979,MX,,,individual
C908785,"Jade Dragon Logistics, Co.",,FR,,,entity
C387305,زياد بن طارق زيدي,1996-05-06,DE,,,individual
C400419,M/T Delta Queen Queen,,MH,,,vessel
C346581,Vessel Coral Reef,,KM,imo,IMO9833913,vessel
C258710,Mariame El Tikreti,1950-06-08,AE,,,individual
C912470,Yang Pharma Sociedad Anonima,,GB,,,entity
C989806,Fayssal Bakre,,EG,,,individual
C990163,Dalal Nasrala,1965-09-19,YE,,,individual
C781935,Sun Minerals G.m.b.H.,,AF,,,entity
C654757,Omed Mahmoudi,1978-01-13,IR,,,individual
C618939,Nick Smith Jones,,FR,,,individual
C156498,Jose J. Andersen,1988,DE,,,individual
C404270,Anastasya Zakharova,1950-05-17,UA,,,individual
C706797,Paco Schmidt,1986-12-17,MX,,,individual
C989414,Omar Kasseem,1965-12-17,LB,,,individual
C886338,Aleksey Chaikovsky,1962-07-10,RU,,,individual
C223715,Galina Shishkina,,UA,,,individual
C159504,Viktoriya Ivanovna Kravchenko,1952-05-27,UA,,,individual
C553224,Nasrene Mahmoudi,1973-12,IR,,,individual
C811021,Hosein Akbari,1996-09,AF,,,individual
C397008,Samer as-Sabah,1976,SA,,,individual
C347445,Nataliya Shcherbakova,1967-09-28,BY,,,individual
C505410,Lao Wang,1979-02-01,YE,,,individual
C734044,Mariame bin Ibraheeme Tahahe,1988-11-26,SA,,,individual
C299130,Zhu Metals Corporation,,IR,,,entity
C414151,Kareemi Javed,1984-03-18,IR,passport,IR70548957,individual
C326172,Faisaal ibn Nabel Sultaan,1988-01-14,BY,,,individual
C950539,Faissal b. Abdol Aziz ElTikreeti,1967-09-01,LB,passport,LB10380561,individual
C212466,"Sabaah, Hamed Al",1999-09-20,SA,,,individual
C403429,DAI,,JO,registration,REG-875275,entity
C978701,Sinai Engineering,,BR,,,entity
C603028,Daniel M. Nowak,1998-03-07,AU,,,individual
C400640,Shahram Ahmadi,1996,IR,,,individual
C871743,Barbara J. Anderson,,GB,,,individual
C409857,Irina Sergeyevna Stepanova,1986-07-05,UA,,,individual
C275673,Black Tide Alpha,,RU,imo,IMO9741742,vessel
C703789,Meg OBrien,1991-11-28,CA,,,individual
C703371,Fiodor Chaikovsky,1957-11-24,BY,,,individual
C666626,WU TEXTILES JSC,,IQ,,,entity
C979816,Zagros Group,,SY,registration,REG-100804,entity
C125203,Yousouf ElDjabouri,1988-03-25,SY,,,individual
C926722,Jiang Engineering Limited,,IR,,,entity
C718990,Andrey Novikoff,1989-02-13,RU,,,individual
C697136,Татьяна Михайловна Кравченко,1960-06-19,UA,,,individual
C357418,Henry J. Larsen,1960,FR,,,individual
C148114,Babs A. Du Bois,1973-01-01,GB,,,individual
C391965,Kamren Baghiri,1962-05-21,AF,,,individual
C240603,Adnen Al Farsy,1980-05-24,EG,,,individual
C442056,Kathy Hernández,1952-02-15,CA,,,individual
C605477,Alexandr Yegorov,1976-01-18,RU,,,individual
C609951,Saed bin Ismayl Salmen,1991-03-16,JO,,,individual
C446915,Nasreen Rahemmi,1967-09-06,IR,passport,IR86861223,individual
C420099,Rebecca A. Larson,1986-09-23,AU,,,individual
C239765,Mariam Qassim,1994-10-28,AE,,,individual
C377189,Ibrahem Shaheen,1956,AE,,,individual
C302451,Hammid AlSabaah,1975-02-24,IQ,,,individual
C957754,Denis Yakowlew,1956-03-19,KZ,,,individual
C458325,Mortezah Farahani,1995-06-19,IR,,,individual
C967398,"Akbari, Madsched",1950-05-14,AF,,,individual
C512049,Tatiana Mikhailovna Shcherbakova,,RU,passport,RU14840690,individual
C872608,James A. Sorensen,,MX,,,individual
C523913,Vicky Sorenson,1977-04-22,GB,,,individual
C985852,Matt Larson,1986-12-25,FR,,,individual
C419278,Theodore Larson,1992-11-26,FR,,,individual
C194946,Stanislav Yakovlev,,BY,,,individual
C293146,"Fevre, Jennifer M. Le",1991-10-10,MX,,,individual
C965895,Rammi Sulten,1956-04-12,SA,,,individual
C638523,Galina Sergeyevna Bykova,1967,JO,,,individual
C427325,CRYSTAL AGRO Ltd,,RU,,,entity
C638140,Abdoollah Hakeem,2000-07-14,LB,passport,LB44562428,individual
C910154,Hosein Kermani,1999-07,AF,,,individual
C327835,Tigris Shipping Group,,IR,registration,REG-662220,entity
C186262,Golden Crescent,,MX,registration,REG-559141,entity
C348195,Mahmoud Bakr,1983-09-09,LB,,,individual
C963918,Reza Rezai,1977-06-20,AF,,,individual
C318402,Ural Metals,,MX,,,entity
C992263,Kanen Salma,1988-12-10,SA,,,individual
C586137,Yekaterina Morozova,1994-06,UA,,,individual
C146710,Aral Holdings Co,,SA,registration,REG-176011,entity
C887378,Maxim Lebedew,1956-06-26,BY,,,individual
C886001,Gennady Alexandrovich Shishkin,1951-02-19,RU,,,individual
C439349,Frank J. Kowalski,1972-05-27,AU,,,individual
C391036,Andrey Makaroff,1995-07-28,IQ,,,individual
C268504,Rachede AnNadjare,1994-01-28,IQ,,,individual
C958543,Fedor Zhukov,1966-02-04,KZ,,,individual
C558612,MV Pacific Glory One,,LR,,,vessel
C891258,"Liang Holdings, OAO",,US,,,entity
C970402,Samera Al-Atar,1982-10-16,LB,,,individual
C807889,Pamir International,,SY,registration,REG-865820,entity
C195327,Leonid Yakovlev,,BY,,,individual
C953401,Khalled Nasrala,1973-08-26,AE,,,individual
C976884,Fatemmeh Gafari,1986-01-15,AF,,,individual
C455912,Timur Nikolaev,1992-09-23,RU,,,individual
C439471,Ahmed bin Ali ElChamsi,,IQ,passport,IQ62227596,individual
C659718,Rashed Khoury,1994,SY,,,individual
C289366,Andrey Zaitsev,1999-10-22,KZ,,,individual
C275851,Dmitry Belousoff,,RU,,,individual
C726163,Kermani Mohsin,,AF,,,individual
C537200,Mariam ibn Kammal Azeez,1999-11-05,AE,,,individual
C218536,Khadejah Barakat,1981-08-04,EG,,,individual
C270607,Yury Belousov,1960-03-26,RU,,,individual
C528942,Francisco Du Bois,1989-09-19,CA,,,individual
C218109,"Belousow, Alexandr",1970-07-20,KZ,,,individual
C237917,Mortezah Hossaini,1989-12,AF,,,individual
C645697,Blue Horizon Holdings JSC,,BY,,,entity
C329362,Zied Nasrala,1966-10-04,LB,,,individual
C801746,"Kowalski, Matthew M.",1958-03-25,MX,,,individual
C338421,Mortiza Rahimmi,1978-12-04,AF,,,individual
C804059,Anastasiya Zaitseva,1981-11-08,RU,,,individual
C848702,"Pavlova, Anna",,RU,,,individual
C884399,Zahra Mousavi,1988-03-26,IR,,,individual
C126071,Kseniya Popova,,KZ,,,individual
C244802,Alexandr Lebedev,1951-04-27,BY,,,individual
C296988,Igor Sergeyevich Ivanov,1987-01-01,RU,,,individual
C272253,Xie Technologies SA,,RU,,,entity
C157125,Golnaze Esfahani,1991-07-21,IR,,,individual
C445291,Rebecca Schroder,1981-12-05,US,,,individual
C885045,Ali ibn Rammi Sallih,1963-09-08,LB,,,individual
C856318,M/V Silver Lining One,,IR,,,vessel
C171155,Hammed Tehrani,1967,IR,,,individual
C605255,Behrouz Ghasimi,,IR,,,individual
C392427,Nazarie Kamran,,AF,,,individual
C135654,Nadejda Nikolaevna Tchitchkina,1977-11-11,UA,,,individual
C419669,Abd al-Azez bin Muhamed Al-Sabah,1990-07-25,AE,,,individual
C603792,Nizar ElSayid,1965-01-12,JO,,,individual
C132050,Hasan Salih,1982-12-22,LB,,,individual
C817973,"Salmen, Sammi",,SA,,,individual
C786067,Robbie Pedersen,1967-08-19,GB,,,individual
C501769,Hussain ben Ibraheem Hakeem,,YE,passport,YE90624423,individual
C923825,Kiselyov,,KZ,passport,KZ39610526,individual
C738608,Tallal At-Tikreti,1991-11-26,AE,,,individual
C910363,Sallem Faris,1958-10-08,EG,,,individual
C831872,Artiom Orlov,1960-08-18,US,,,individual
C862198,Shanna Zoij,1962-11-11,RU,,,individual
C197307,Matt Lindqvist,1984,AU,,,individual
C541296,Lefèvre Rebecca A.,2000-08-15,FR,,,individual
C783330,Arash Mahmoudi,1972-07,IR,,,individual
C863899,Parveze Esfahani,1994-04-14,AF,,,individual
C448449,Anna Tkachenko,1987-07-04,KZ,,,individual
C826438,Vessel Lady Fortune Alpha,,KM,imo,IMO9637449,vessel
C403693,Hasen Abas,1997,SA,,,individual
C682465,Coral Reef II,,IR,,,vessel
C355708,Babak Moradi,1951-03-06,AF,,,individual
C154192,Waled bin Mahmoud Barakat,1984-11-16,IQ,,,individual
C922392,Zahrah Yazdany,1956-09,IR,,,individual
C341221,Arkady Kusnetsov,1997-11-16,RU,passport,RU11524684,individual
C922105,José M. Johansson,1983-07-10,DE,,,individual
C679517,Ahmade Bakre,1979-07-14,YE,,,individual
C791178,"Meier, Matt",1985-06-10,FR,passport,FR81443867,individual
C585282,Christopher Du Bois,1991-06-15,GB,,,individual
C821940,Behrouz Hosseiny,1986-02-07,AF,,,individual
C319587,"Tsvetkov, Evgeny Alexeevich",1970-12-28,KZ,,,individual
C392290,Deng Industries Public Joint Stock Company,,RU,,,entity
C780287,Grigory Aleksandrowich Nowikow,1951,MX,,,individual
C376327,Kareem Ghanim,1993,SY,,,individual
C716889,Frederick M. Lindquist,1974-05-28,FR,,,individual
C936495,Majed Hashimi,1959-11-16,IR,,,individual
C201621,Ruslan Vladimirovich Shishkin,1957-07-01,KZ,,,individual
C813393,"Zhukova, Elizaveta",,UA,,,individual
C458345,Hanen b. Abdol Aziz Zaydi,1989-11-20,SY,,,individual
C718676,Oleg Lebedew,1961-05-25,UA,,,individual
C460266,"Salihi, Babak",2000-04-05,AF,,,individual
C452583,Siavash Ahmadie,,IR,,,individual
C104144,Tolya,,KZ,,,individual
C993195,Hamed Khoury,,IQ,,,individual
C229509,Vyacheslav Petrovich Kovalenko,2000-01,UA,,,individual
C893052,Petersen,,CA,passport,CA78203775,individual
C193960,Babake Tabrezi,1997-11-01,AF,,,individual
C313337,Parissah Caremi,1990,IR,,,individual
C574317,Hussain b. Tareeq Kasim,,LB,,,individual
