record_id,full_name,dob,nationality,id_type,id_number,type
C784626,Amer Salihi,1977-08-28,GE,,,individual
C241850,Zaynab Bakr,,KW,,,individual
C309055,Eastern Star Electronics LLC,,MX,,,entity
C767016,Bosphorus Construction Sociedad Anonima,,TW,,,entity
C421622,Meridian,,FR,registration,REG-388016,entity
C854687,Abdel Kareeme Hadade,1989,SA,,,individual
C229116,Zied El-Atar,1972-07-28,EG,,,individual
C578863,Pin-Ping Yeh,1997-11-01,HK,,,individual
C375706,Amena Abas,1961-05-01,KW,,,individual
C740146,Darja Smirnowa,1978,CN,,,individual
C333843,Valery Sokoloff,1990-05-23,BY,,,individual
C218615,Huang Jung,1975-06-08,CN,,,individual
C221002,Hudah Abas,,LB,,,individual
C670467,Mustafah Al Hashimy,1977-12,MA,,,individual
C758260,Sammy M. Muller,1989-09-09,DE,,,individual
C925476,An Ling Hsu,1961-09-04,SG,,,individual
C711187,Sergeiy Alexandrovich Tsoiy,1959,BY,,,individual
C437285,Schanna Andreewa,1970-05-26,BY,,,individual
C605606,Abdula Faris,1977,MA,,,individual
C861816,Ural Metals Free Zone Establishment,,MX,,,entity
C603487,MV Coral Reef III,,MH,,,vessel
C575085,Tung-Chun Chin,1999,TW,,,individual
C818697,Long Jing Chui,1978-03-13,SG,,,individual
C167093,Artiom Zaitsev,1969-03-19,UA,document,UA77247702,individual
C455891,Laylaah Kassim,1974-05-08,KW,,,individual
C957470,Levant Agro LLC,,SG,,,entity
C263210,Guo Cheng To,1976,HK,,,individual
C635267,Rammeen Tehrani,,TJ,,,individual
C534696,Zammani Zahrah,1961,GE,,,individual
C858806,Mikey J. Rodríguez,,FR,,,individual
C437381,Артём Кравченко,1953-10-28,GB,,,individual
C147274,Shahram Rahmani,1954,GE,document,GE66026533,individual
C764161,Zied Al Najar,,EG,,,individual
C185915,Abas Karem,1951-05,LB,,,individual
C150902,Rebecca A. Du Bois,1962-01-16,DE,,,individual
C434968,Nilloufar Mohamadi,1975-02-12,GE,,,individual
C732406,Vladimir Bondarenko,1983-04-08,BY,,,individual
C331055,Hisham Kasem,1998,LB,document,LB90256869,individual
C302582,De-Cheng Yuen,1969-04-09,TW,,,individual
C548012,Ying Song,1975-02-19,CN,,,individual
C130345,Altai Steel Joint Stock Company,,KW,,,entity
C241427,Fu Ko,1994-05-19,HK,,,individual
C688365,Unnamed hull,,MH,imo,IMO9204072,vessel
C500525,"Baghiri, Mahsah",1982-09-16,TJ,,,individual
C839252,MT Nordic Star Star,,MT,,,vessel
C880698,Christopher Fischer,,AU,,,individual
C455595,Bijen Sherazi,,GE,,,individual
C739575,Andrew M. Lindquist,,DE,,,individual
C688620,"Zaydi, Khallid",1961-05-22,GB,,,individual
C827073,Vessel Bosporus Alpha,,MT,imo,IMO9843746,vessel
C256874,ZAMZAM,,BY,registration,REG-870194,entity
C303812,MT Golden Anchor Star,,MH,,,vessel
C963780,Hanen An-Nagar,1950-05-08,TN,,,individual
C526426,Ma Fu Ning,,TW,,,individual
C123012,Anatoly Grishin,1995-10-02,BY,,,individual
C234284,Anna Fedorova,1958-01-09,UA,,,individual
C377196,Titan Group,,US,registration,REG-340222,entity
C291116,Marwen Shahen,,SA,,,individual
C626759,Parvez Ahmadi,,TJ,,,individual
C362869,Dmitriy Shevchenko,1950-06-15,EG,,,individual
C824071,Yenisei Shipping GmbH,,AE,,,entity
C296169,Pareessa Ahmadi,,GE,document,GE64220104,individual
C507020,Abduazez el-Douri,,EG,document,EG44562514,individual
C652074,Daniel A. Silva,,CA,,,individual
C158290,M/V Star of Aden III,,MT,,,vessel
C605869,Paoi Tang,1957-03-09,CN,,,individual
C679515,"Yasen, Sammeera b. Yasir",,AE,,,individual
C628005,Moradi Dariush,1996,TJ,,,individual
C891723,Ural Steel Co.,,GB,,,entity
C251889,Omeed Nazary,,GE,document,GE92466540,individual
C991383,Zhanna Zaitseva,1993-05-24,TJ,,,individual
C428295,Nordic Star II Express,,PA,,,vessel
C615973,Farahanie Saaid,,AU,,,individual
C180891,Kamchatka Technologies S.A.,,BY,,,entity
C896378,Hui-Ying Wu,1951-05-05,CN,,,individual
C227793,"Andersen, Robbie M.",1962-09-01,MX,,,individual
C982790,Maxim Nikolaevich Kovalenko,,UA,,,individual
C374837,Rich Novak,1961-09-19,GB,,,individual
C699599,Ning-Ning Lam,,TW,,,individual
C460882,Delta Aviation Co.,,TJ,,,entity
C924169,"Hadad, Nizar ibn Sammir",,AE,,,individual
C390075,Zenith Chemicals Limited,,BY,,,entity
C778135,Sinai Electronics,,TJ,,,entity
C914702,Salma b. Jamal Mansour,,SA,,,individual
C421008,Mariam as-Shamsi,,TN,,,individual
C238276,Semen Tsoiy,1960-01-17,TN,,,individual
C229734,Darya Ivanovna Shevchenko,1985,KZ,,,individual
C803387,"Sahara Pharma, Ltd.",,KW,,,entity
C905812,Jen Larsen,1995-06-06,FR,,,individual
C987811,Zamzam Investments Free Zone Establishment,,DE,,,entity
C932079,The Jade Dragon Freight G.m.b.H.,,AU,,,entity
C740041,HARBOR POINT CONSTRUCTION Ltd,,KZ,,,entity
C477088,Ko Chun-Hsiang,1996-06-11,SG,,,individual
C419909,Chi-Chun Ng,1955-02,CN,,,individual
C545745,Orion Minerals OAO,,BR,,,entity
C337908,Dallal bin Nizar Kanan,1989-07-18,EG,document,EG97251937,individual
C992737,Anastasya Novikova,1951-04-26,KZ,,,individual
C171370,Jim Pedersen,1988-09-11,DE,,,individual
C451745,Hamed Hossaini,1950-10-01,GE,,,individual
C135440,Ted Smith-Jones,1957-03-05,MX,,,individual
C236182,Harry M. Vanderberg,1965-10-04,DE,,,individual
C431814,Jenny Le Fevre,1954-10-19,BR,,,individual
C441261,Rezah Mohamadi,1969-09-05,TJ,,,individual
C615936,Mei-Chun He,,TW,,,individual
C906048,The Al-Bahr Shipping Free Zone Establishment,,MX,,,entity
C612035,Delta Queen III Spirit,,CY,,,vessel
C444776,Tallalle Darouishe,1953,EG,,,individual
C207135,Steven A. Smithjones,1965-12-09,FR,,,individual
C830542,Kwok An Pin,1958-08-17,SG,,,individual
C542596,Olga Nikolaeva,,BY,document,BY74099391,individual
C165240,Zaynab Al Farsi,1969-01-02,EG,,,individual
C494171,Bijen Yazdani,1994-01-09,TJ,,,individual
C298848,Farhed Jafari,1992-12-13,GE,,,individual
C614921,Yongyi Cai,1968-10-04,TW,,,individual
C197144,Johansen Theo M.,1980-06-25,US,,,individual
C294275,The Baltic Minerals AO,,KZ,,,entity
C428803,Chung-Hong Liang,1988-02-01,HK,,,individual
C413861,Kamchatka Technologies,,HK,,,entity
C727484,Victoria Sorensen,1980-01-26,MX,,,individual
C745807,Ali Hamden,,SA,,,individual
C210671,The Summit Technologies PJSC,,KW,,,entity
C815436,Dick Fisher,,CA,,,individual
C390511,To Te Fang,1951-08-08,SG,,,individual
C124389,Khadijah Qasem,1966,MA,,,individual
C275002,Anastasya Popowa,1979-06-03,GR,,,individual
C834283,Mick J. van den Berg,1950-09-01,AU,,,individual
C710051,"Harbor Point Chemicals, SA",,LB,,,entity
C372601,Stanislav Andreev,,GR,,,individual
C495373,Shahram Yazdani,1967,TJ,,,individual
C683381,Hui Chen,1984-10-03,CN,,,individual
C702728,Stanislaff Novikoff,1979-02-14,UA,,,individual
C375962,"Nguyễn, William M.",1991-12-12,DE,,,individual
C791666,"Andreeff, Mikhail",1993-01-06,BY,,,individual
C706417,Mortizah Rezaai,1992-07-16,GE,,,individual
C832068,Theodore J. Mueller,1992-12-02,FR,,,individual
C478348,Matthew Dubois,1976-08-19,DE,,,individual
C678538,"Bykow, Artiom",1975-11-20,KZ,,,individual
C985746,Kunhua Chen,1979-09-28,CN,,,individual
C641389,Omed Shirazie,1977,TJ,document,TJ80799086,individual
C479490,Keung Ning Chun,,SG,,,individual
C713540,Kavih Ahmadi,1956-03-25,TJ,,,individual
C351704,Andrey Vladimirovich Kiseliov,1981-02-10,UA,,,individual
C598284,Oleg Makarow,1962,GR,,,individual
C623085,Jennifer J. Müller,,GB,,,individual
C622405,Nordic Star,,MT,imo,IMO9764586,vessel
C989388,"Bondarenko, Timour",1955-01-01,KZ,,,individual
C728277,"Yasen, Anwar",,TN,,,individual
C150230,Tai Sheng,,TW,,,individual
C360184,Ming-Rong Sun,1977-01-20,SG,,,individual
C715479,"Chichkina, Yelena Petrovna",1966,KZ,,,individual
C371651,Nilloufar Hashimi,1964-04-28,GE,,,individual
C953705,Anna Sergeyevna Ivanova,,UA,,,individual
C928703,Sam Weiss,1991-01-01,DE,,,individual
C469665,Yenisei Freight,,BY,,,entity
C211623,Francisco Silva,1954-10-04,FR,,,individual
C342230,"Petrow, Maxim",1987-03-24,BY,,,individual
C214312,Nataliya Nikolaevna Grishina,,BY,,,individual
C968386,Hoo Yun,,TW,,,individual
C515699,Iron Duke Alpha,,GR,imo,IMO9726674,vessel
C684722,Alexander J. García,1951-05-28,GB,,,individual
C569094,Katherine Hernández,1959,MX,,,individual
C404445,Oleg Alexeevich Orlov,1997-07-26,GR,,,individual
C835196,Leilla Farahani,1963-11-10,TJ,,,individual
C230731,Cai Hui Ping,1983-01-27,SG,,,individual
C874426,Hossain Sallihi,1963-01-20,GE,,,individual
C243703,Grigory Alexeevich Bondarenko,1955-05-12,BY,,,individual
C958148,Mehdi Mohamadi,,TJ,,,individual
C110948,"Anderson, Rebecca J.",1998-02-09,GB,,,individual
C887925,The Yenisei Engineering Sociedad Anonima,,LB,,,entity
C698832,Tatiana Shevchenko,1979-07-23,UA,,,individual
C952048,Steven Schmidt,,CA,,,individual
C593998,Albatross Alpha,,PA,imo,IMO9930688,vessel
C112951,Blue Horizon Holdings S.A.,,AU,,,entity
C330361,Valentina Shishkina,1975-05-03,GR,,,individual
C909565,Ali Nassir,1994-10-13,TN,,,individual
C176082,James J. Hernandez,1989-01,AU,,,individual
C375203,Yuliya Ivanovna Popova,1986-01-10,GR,,,individual
C654046,Sapphire Metals FZ-LLC,,BR,,,entity
C871798,LEVANT PETROLEUM JSC,,GE,,,entity
C792657,Tatiana Chernova,1962-12-26,GR,,,individual
C480124,Mesopotamia Steel,,EG,,,entity
C952812,Te-Hsiao Peng,1955-01-12,SG,,,individual
C505815,Omeed Karemi,1958-01-11,TJ,,,individual
C778263,"Morozowa, Jelena Wladimirowna",1992-11-04,UA,,,individual
C720144,Al-Noor Textiles SA,,US,,,entity
C648982,Ivan Kiselev,,KZ,,,individual
C356480,Joe M. Rodríguez,1964-11-12,AU,,,individual
C415908,Javed Sherazi,1989-11-04,GE,,,individual
C711178,Chingpo Song,1989-04-20,CN,,,individual
C556253,Meg O Brien,,MX,,,individual
C870063,"Lotus Petroleum, Co",,CN,,,entity
C395986,Billy J. Hernández,1964-07-19,MX,,,individual
C621200,Chow Dong,1961-12-22,SG,,,individual
C299677,SUMMIT INDUSTRIES Sociedad Anonima,,DE,,,entity
C555791,Schahram Ahmadi,,GE,,,individual
C465675,Yip Hao-Zhi,,SG,,,individual
C316067,Rania Mansour,1963-03-25,SA,,,individual
C562390,شهرام رحمانی,1954,GE,,,individual
C612691,Dorothy M. Kowalsky,,GB,,,individual
C545098,Hao Xiao Wu,1959-12-25,CN,,,individual
C951206,Aishah ben Samer As-Saba,1953,SA,,,individual
C699833,Kun Ting Lo,1975-03-03,TW,,,individual
C224562,Mahsa Farahani,1998-01-23,TJ,,,individual
C869556,"Titan Chemicals, Inc",,CN,,,entity
C845622,Thomas Novak,1963-03-21,MX,,,individual
C250437,Jiang Jing,1959-01-04,HK,,,individual
C511654,Jose M. van den Berg,,BR,,,individual
C214243,The Grocer,,AU,,,individual
C893569,ZENITH FREIGHT PJSC,,GR,,,entity
C782864,"Lebedev, Maxim",1992-05-15,GR,,,individual
C970079,Susan J. de la Cruz,1972-02-09,FR,,,individual
C942387,Fang-Lei Cui,,HK,,,individual
C486232,Khalled b. Salim Ghanim,1963-01-28,KW,,,individual
C898538,Rashed Mansour,1977-09-12,KW,,,individual
C175780,Minchi Chang,1989-08-22,HK,,,individual
C330709,Stephen A. Johansen,1965-05-04,BR,document,BR79259393,individual
C638695,Ping-Hong Keung,1961-11-20,CN,,,individual
C800335,Freddie Van der Berg,,FR,,,individual
C917727,Tsai Lan,1987-08-23,SG,,,individual
C567615,"Hashimmi, Golnaz",1950-12-19,GE,,,individual
C542225,VOLGA ENERGY Co.,,AE,,,entity
C527841,Barbara J. O Brien,1989-11-23,GB,,,individual
C737874,Edward A. Sørensen,1999-05-24,MX,,,individual
C900900,Mehdi Rostammi,1975-03-20,TJ,,,individual
C377642,Ting Lei Chien,1956-03-08,SG,,,individual
C195585,Saed Hamdan,,LB,,,individual
C307940,Titan Metals,,SA,,,entity
C531174,Baltic Holdings Sociedad Anonima,,JO,,,entity
C436145,Babak Akbari,1995,GE,,,individual
C316254,Siavash Mousavi,1972-08-28,GE,,,individual
C204524,Kamren Kareemi,1989-09-03,TJ,,,individual
C398012,"Karemmi, Bijen",1963-12-28,TJ,,,individual
C756740,Anping Ma,1986-06-22,HK,,,individual
C501893,"Al-Jabouri, Aisha",1997,EG,,,individual
C377276,Kairong Zhang,,TW,,,individual
C357316,"Faris, Hasen",1977-01-04,EG,,,individual
C730615,Samuel J. Lindquist,1995-10-17,BR,,,individual
C264978,Hong Fan,1979,HK,,,individual
C278836,Dong He,1961-09-11,SG,,,individual
C955546,Omed Mohammadi,,TJ,,,individual
C780543,Tigris Energy Ltd,,GR,,,entity
C567013,Timur Petrovich Grishin,1987-04-25,GR,,,individual
C745827,Peng Ying,,SG,,,individual
C407058,Elizaveta Grishina,,BY,,,individual
C903767,Abdollah Khateb,1951-09-09,EG,,,individual
C603313,Stanislav Stepanov,,UA,document,UA89267547,individual
C880412,Lau Lan,1983-04-26,SG,,,individual
C769093,"Bykov, Evgeny Vladimirovich",1963-02-22,BY,,,individual
C149512,Weiß Ted J.,1958-02,MX,,,individual
C702989,Laila Ahmady,1993-04-05,GE,,,individual
C479608,Paressah Mousavi,1982-05-27,GE,,,individual
C333919,Zamzam Pharma SA,,UA,,,entity
C337358,"Tigris Trading, L.L.C.",,DE,,,entity
C715007,Yong-Na Tang,,HK,,,individual
C778747,Fahd Taha,,TN,document,TN26746826,individual
C840575,Oleg Nikolaevich Smirnov,1969-07,GR,,,individual
C491334,Majeed Yasin,1987,TN,document,TN21563468,individual
C622028,Sheng Chun Liu,1985-10-10,TW,,,individual
C116933,Ng Tao,1973-05-18,TW,,,individual
C836746,Parisah Nazari,1965-02-25,TJ,,,individual
C820514,Theodore M. Schroeder,,FR,document,FR68372955,individual
C363084,Zeng Qiang,1981-04-08,SA,,,individual
C660460,Katherine J. Petersen,1986,US,,,individual
C960407,Ching Chien Sum,1977,TW,,,individual
C890396,Viktorya Petrovna Bondarenko,1991-10-27,KZ,,,individual
C656895,"Yenisei Technologies, JSC",,AU,,,entity
C816294,Hudah b. Adnen Shaheen,1956,MA,,,individual
C701615,Hammeed b. Jammal Shahen,,MA,,,individual
C442607,Peng Pingpin,1988-02-12,HK,,,individual
C341644,MV Aurora Star,,CY,,,vessel
C135299,Mikhail Alexeevich Stepanov,1986-03-04,KZ,,,individual
C398998,"Sallihi, Maryam",1970,TJ,,,individual
C150934,Parvez Kermani,,GE,,,individual
C382055,Hammed Nazari,1977-10-09,GE,,,individual
C487566,Nataliya Mikhailovna Yegoroffa,1962-10-15,KZ,,,individual
C389568,"Ghasimi, Kamren",,TJ,document,TJ42351015,individual
C276690,Caspian Technologies SA,,EG,,,entity
C917113,CRYSTAL FREIGHT FZE,,FR,,,entity
C390198,Becca Smith Jones,1954,US,,,individual
C789163,Sinai Petroleum Co,,GE,,,entity
C879999,Kai-Chung Tsao,1959-02-18,CN,,,individual
C273386,Dariush Mahmoudi,1977-06-21,GE,,,individual
C842205,Raniah el-Farsi,1951-04-24,AE,,,individual
C380375,"Mansour, Tallal",1991-11-28,LB,,,individual
C360692,Jen Fisher,1992-02-27,CA,,,individual
C912847,Vladimir Smirnov,,FR,,,individual
C440973,Ming Xin Zeng,1959-10-25,SG,,,individual
C240134,SAPPHIRE TRADING Inc,,FR,,,entity
C619887,Rui-Bin Cao,1953-12-10,TW,,,individual
C191583,Ed A. Lefèvre,1970,BR,,,individual
C480834,"al-Zahrani, Wallid",1982-02-25,SA,,,individual
C466256,Feng Hong Ying,1965,TW,,,individual
C823970,Konstantin Ivanovich Kiselev,1993-01-21,KZ,,,individual
C305004,Lo Ting-Zhong,1972-01-07,HK,,,individual
C259521,Dariush Mousavi,1957-04-25,GE,,,individual
C759955,Nour ElAtar,,AE,,,individual
C768482,Sammer Hamden,1993,TN,,,individual
C263574,Rami El Douri,1962-01-03,MA,,,individual
C387698,Amen Sameerah El,1968-06-09,TN,,,individual
C419009,Altai Holdings Co,,TW,registration,REG-514303,entity
C193911,Rania bin Omare Khourye,1979-01-07,TN,,,individual
C458528,"Schmidt, Pepe A.",,MX,,,individual
C122489,Aisha Awed,1991,TN,,,individual
C451874,Mohsin Tehrani,1983-05,GE,,,individual
C977255,"Taha, Rasheed",,LB,,,individual
C812618,Saede Zaydi,,MA,,,individual
C101675,Yasir bin Jamal Darwesh,1971-03-05,MA,,,individual
C154627,Poon Yan,1963-09-09,TW,,,individual
C525908,Wang Tiencheng,1960-02-21,BR,,,individual
C611042,Xie Yuna,,SG,,,individual
C192581,Rui-Rong Chan,1951-11-07,TW,,,individual
C614031,Zied El-Khateb,1975-02-22,AE,document,AE50852858,individual
C834976,Zahrah Baghiri,1956-05-05,GE,,,individual
C894305,Hosain Djafari,1997-07-23,TJ,document,TJ44960121,individual
C865044,Ismaille AsSabah,1990-10-24,EG,,,individual
C950864,Khoury Marwen,1985-12-03,EG,,,individual
C533860,Dai Qiang,1962-08-03,SG,,,individual
C437095,Stanislaw Petrovicz Shevczenko,,UA,,,individual
C238807,Mahmoudi Massoud,1979-12-18,TJ,,,individual
C248212,Nasrene Cherazi,,TJ,,,individual
C942311,Saed b. Fahd El-Farsi,1966,TN,,,individual
C285394,Ting Hsiang Faan,,HK,,,individual
C561791,Mortiza Kermani,1961-08-08,TJ,,,individual
C568858,Yussof Taha,1978-05,MA,,,individual
C701689,Sadighi Massoud,1974-08-12,GE,,,individual
C891079,Bin-Bo Li,1963-06-02,HK,,,individual
C155036,Ruslan Shukow,1970-01,BY,,,individual
C978548,Michael Mayer,1975-07-24,CA,,,individual
C287803,Pavel Petrovich Stepanov,1983-06-27,KZ,,,individual
C858741,Farhade Rahemi,,TJ,,,individual
C192990,Tarek ibn Faysal Salih,1981,TN,,,individual
C208524,"Kovalenko, Leonid",1985-06-19,KZ,,,individual
C364188,Omar Ghanim,,TN,,,individual
C897720,Lady Fortune IV Express,,PA,,,vessel
C406226,Hammed Sallihi,1994-04-14,GE,,,individual
C404652,Jenny J. Schröder,1974-11-09,GB,,,individual
C391835,Ning Cui,1963-10-04,SG,,,individual
C610652,Evgeny Yashin,1971-12-19,UA,,,individual
C532992,Chiu De-Tung,1970-09,TW,,,individual
C905175,Ma Qiang,1988-10-20,CN,,,individual
C505318,Arash Tehrani,1969,TJ,,,individual
C281450,MV Silver Lining IV,,MH,,,vessel
C658201,Al-Noor Import Export LLC,,MX,,,entity
C733771,Talal ibn Ismayle El Tikreti,1954-04-03,TN,,,individual
C563124,Jing-Kun Chan,,CN,document,CN15674204,individual
C124292,Hosain Esfahani,,GE,document,GE76492233,individual
C595835,Fahd Barakat,1959-08-07,JO,,,individual
C325966,Housein ibn Anouare Sallih,,EG,,,individual
C949875,"Fischer, Joseph",,BR,,,individual
C124298,Xander M. Schmidt,,US,,,individual
C741485,AL-NOOR TECHNOLOGIES Limited Liability Company,,HK,,,entity
C634520,Sea Lion One,,MT,,,vessel
C709239,Tao Ho,1984-02-06,HK,,,individual
C725437,Cheung Kai,1965-10-27,HK,,,individual
C835485,Reza Rahemmi,1986-04,GE,,,individual
C802249,Sun Detao,1956-05-05,SG,,,individual
C523334,Lei Du,1958,CN,,,individual
C112180,"Koslow, Dmitrij",,BY,,,individual
C872127,Camrane Nazari,,GE,,,individual
C243832,Nadezhda Belousova,1999-04-28,UA,,,individual
C847716,Oxana Smirnova,1979-06-23,UA,,,individual
C566695,Zied Hamden,1978-12-05,SA,,,individual
C658222,Leonid Grishin,,BY,document,BY83445875,individual
C625147,Javed Rezai,1975,TJ,,,individual
C588884,Siavash Rezai,,GE,,,individual
C648246,Nataliya Fedorova,1990-11-24,KZ,,,individual
C267052,Mahmoud Salmen,1965-12-22,EG,,,individual
C155435,Xiao Chow,,SG,,,individual
C994530,Zenith Holdings Company,,US,,,entity
C927886,Tse Ling Jung,1959-07-10,CN,,,individual
C793947,Min-Hua Liang,1966-02-17,TW,,,individual
C656700,Stanislav Tsvetkov,1993-09,KZ,,,individual
C566462,Chih Pan,,SG,,,individual
C401050,Naser Abdel Azeez,,LB,,,individual
C329489,Mustafah Mansour,1990-07-20,KW,,,individual
C197278,Hsia Gui Ng,1961,CN,,,individual
C139185,Wei Kun Chen,1958-07-08,SG,,,individual
C738035,Masoud Ebraheemmi,1970-10-28,TJ,,,individual
C881416,Timour Vladimirovitch Bondarenko,1977-10-16,BY,,,individual
C989002,Cai Cheng,1992,TW,,,individual
C290313,Meyer Steve M.,1952-09-16,FR,,,individual
C988000,PAMIR PHARMA L.L.C.,,US,,,entity
C459775,Salmah Al-Khateb,1970-01-05,TN,,,individual
C550163,The Amber Aviation Corporation,,HK,,,entity
C672781,Xu Xin,,HK,,,individual
C789709,Jose A. Andersen,1973-10-12,US,,,individual
C683195,"Volga Holdings, S.A.",,TN,,,entity
C158277,Kamren Mohamadi,,GE,document,GE54493126,individual
C310379,Jie Chow,1957-06,SG,,,individual
C186795,هشام شاهين,,JO,,,individual
C797700,Jiang Chengzhi,1993-09-23,SG,,,individual
C704785,Faysal Ghanim,1970-08-22,KW,,,individual
C240807,Alexeiy Morozov,,BY,,,individual
C961697,Chiang Hsin Feng,1994-11,TW,,,individual
C665947,Kuo Lan-Hsia,1953-10-20,TW,,,individual
C416285,Mikey Kowalski,1961-08-11,US,,,individual
C967025,M/V Lady Fortune II,,CY,,,vessel
C493706,Kang Chow,1994-11-07,HK,,,individual
C455772,"AlHashimie, Hamzah",,KW,,,individual
C791974,Viktorya Stepanova,1957-05,BY,,,individual
C489965,Bashare bin Walide Qassim,1988-07-07,GB,,,individual
C150749,Abdolah Bakr,,AE,,,individual
C864981,"Semionov, Dmitriy Petrovich",1966,HK,,,individual
C284905,Roman Orlov,,BY,,,individual
C226180,Wu Xiang Bin,1994-02-14,SG,,,individual
C886917,Kamchatka Agro GmbH,,DE,,,entity
C237970,Denis Petrovich Yashin,1976,AE,,,individual
C472031,Parissah Haschimi,1968-01-17,GE,,,individual
C263176,Walled Shahen,1986-05,SA,,,individual
C200158,Aisha Mahdi,1957-03-14,TN,,,individual
C183260,Onyx Textiles FZ-LLC,,DE,,,entity
C291263,Falcon Bay II Trader,,LR,,,vessel
C630060,Du Guirui,,CN,,,individual
C896588,Adnen Salmen,,MA,,,individual
C823058,Галина Жукова,1983-04-05,UA,,,individual
C836874,Edward Schmitt,,MX,,,individual
C174031,"Nazari, Paressa",1959-05-24,GE,,,individual
C358717,Hashimmi Maryam,1952-03-01,GE,,,individual
C729378,Gui Lan Chan,1966-11-15,TW,,,individual
C305180,Onyx Textiles Limited,,CN,,,entity
C591148,Babak Karemi,1971-04,GE,,,individual
C442679,Saaid Rezai,1979-02-18,GE,,,individual
C304255,Victoria J. Ferreira,,CA,,,individual
C979982,Ibraheem ElTikreti,1970-01-28,AE,,,individual
C282772,Rezah Mahmoudi,,GE,document,GE99682282,individual
C585809,Pamir Electronics Limited,,SA,,,entity
C140474,"El-Sabah, Zaynab",1954-01,LB,,,individual
C602827,Lyudmila Kozlova,1988-07-17,BY,,,individual
C967948,Salmah b. Ahmed Salleh,1995-04-07,AE,,,individual
C365636,Phoenix Energy,,BR,,,entity
C359344,Nicholas J. Larsen,,AU,,,individual
C288430,Rammeen Rezai,1978-02-27,GE,,,individual
C360560,Khallide Azeze,,EG,,,individual
C786645,Mah Hua Pin,1978-01-08,CN,,,individual
C512254,Mah Wen-Po,1954-12,SG,,,individual
C121728,Ahmed Hakem,1991,MA,,,individual
C163792,M. Yazdani,,GE,document,GE18790473,individual
C604731,Kai-Chun Luo,1986-04-03,SG,,,individual
C662839,Falcon Technologies Ltd.,,TN,,,entity
C511743,Henry Rodrigues,1974,BR,,,individual
C579231,Rebecca Novak,1989,DE,,,individual
C531018,Damavand Trading,,KW,,,entity
C133091,Sapphire Steel Free Zone Establishment,,GB,,,entity
C715782,Titan Steel Co.,,CA,,,entity
C506475,Yury Tzoi,1978-12,BY,,,individual
C987400,Mustafah Shaheen,1957-09-04,TN,,,individual
C244896,Rahmani Omed,,GE,,,individual
C746933,AL-HIJAZ TRADING G.m.b.H.,,TJ,,,entity
C328595,Muhamed Mansour,,KW,,,individual
C211912,"Rezaai, Shahram",1985,GE,,,individual
C175754,Mustafa Salmen,1984-07-04,EG,,,individual
C839223,Ismayl ibn Billaal Darweesh,1988,KW,,,individual
C417263,Dong Wen Dang,1995-07-17,SG,,,individual
C444999,"Kareemmi, Fatemeh",1971-06-21,TJ,,,individual
C196379,Nabeel Faris,1949,MA,,,individual
C620943,Ben A. Nguyễn,1971-07-17,GB,,,individual
C171881,Ying Ting Peng,1970-04-15,TW,,,individual
C364025,Pamir Maritime Joint Stock Company,,JO,,,entity
C892733,Abu Fadi,,GE,,,individual
C268256,"Sallihi, Parvez",1970,TJ,document,TJ33681885,individual
C455400,Samerah Bakr,1957-10-14,AE,,,individual
C366705,Hossain Sherazi,1990-06-17,GE,,,individual
C282817,Lee Ching Kai,,TW,,,individual
C413153,Will A. Schröder,,BR,,,individual
C403350,Viktor Nikolaevich Chernov,1997,UA,,,individual
C189489,Hajji Omar,,US,,,individual
C979488,Han Ping Hsiang,1995-06-05,SG,,,individual
C723946,Yong He,1990-11-27,CN,,,individual
C966358,The Tailor,,US,,,individual
C550993,"Shtcherbakov, Alexandr",1992,KZ,,,individual
C432752,Amer Mahmoudi,1981-01-12,GE,document,GE80798244,individual
C696249,Feng Ning,1994-02-15,TW,,,individual
C427182,Swetlana Shukowa,,UA,,,individual
C142770,Dmitriy Nikolaevich Pavlov,1961-09-16,GR,,,individual
C577806,Sheereen Karimmi,1978-09-06,GE,,,individual
C821478,Pareesa Farahani,1992,TJ,,,individual
C357029,"Nazari, Omed",1961-01-14,GE,,,individual
C915248,Wallid Zaidy,1986-01-14,MA,,,individual
C680660,Tsao Chun-Jung,1997-09,HK,,,individual
C966460,Muhammed ben Abdul Rahmen Hakem,1995-03-10,LB,,,individual
C185208,Maryam Tabrezi,,TJ,,,individual
C151317,M/T Atlantic Hope Star,,CY,,,vessel
C409694,Wei-Yu Chang,,CN,,,individual
C494661,Sheereen Sherazi,1968-09-04,GE,,,individual
C772834,Hon Kuei-Hong,1959-12,SG,,,individual
C818416,Ye Qi-Ning,,SG,,,individual
C429074,Parissa Moradi,1965-06-24,CN,,,individual
C169940,"Semenov, Vasily",1998,UA,,,individual
C993211,Lan Ng,1974-04-28,SG,,,individual
C781839,Oleg Sergeyevich Shishkin,1985-06-22,GR,,,individual
C134099,Masoud Farahani,,GE,,,individual
C267730,Saeede Farese,,AE,document,AE69388702,individual
C589339,MV Baltic Swan II,,LR,,,vessel
C451102,Parveez Rezaai,1993-03-25,GE,,,individual
C318942,Orion Steel Corp.,,SA,,,entity
C870454,Lyoudmila Vladimirovna Petroffa,,US,,,individual
C483529,Pamir Metals Ltd,,KW,,,entity
C651099,Hsia Chou,1950-04-19,SG,,,individual
C560774,Chiang Fu,1958-12-17,SG,,,individual
C118262,Min Fan,1965-08-11,SG,,,individual
